s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
18,Mel Bochner,Language is not transparent ,conceptual,Tate,1,1,2,"2, ink on paper",25 x 18 cm,1969,0,0,0,0,0,0,0,3,0,2,1,0,5,0,0,0,5,0,"angled repeated sentence; content plays a part in addition to overlapping, placement & the materials. Uncertainty is predominately through orientation of the sentences and their subsequent overlapping, without the varied orientation, this would not communicate a jumbled sense of sentences piled up on each other"
19,Jonathan Borofsky,"Man with Briefcase at 2,756,805",postmod,Tate,1,1,2,"2, ink on paper",30 x 21 cm,1980,1,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,5,"silhouette of man carrying briefcase w/ number on it, placed off-center w/in empty space - stark, unmoored - ambiguous. What is this about? The exact outline of the flat dark shape on the empty ground is vital to creating uncertainty, make the shape more understandable and the piece would change in feel."
296,Mark Lombardi,Freeport,,MoMA,1,1,2,"2, ballpoint pen & pencil on notebook paper",28 x 36 cm,1994,1,0,0,0,0,0,0,4,0,1,0,0,4,5,0,0,5,3,"words & symbols together, markmaking, diagram in all directions, arrows, erasure, different paths & use of erasure"
308,Joan Waltemath ,Untitled,,MoMA,1,1,2,"2, pencil & colored pencil on diazotype",107 x 122 cm,1994,0,0,0,0,0,0,1,4,3,4,1,0,1,1,0,3,5,5,"slim grid, off center, select rectangles, creating spatial effect, restrained selection, seeming notations / measurements around outer edge, spatial depth & complexity from different values, shapes, placements"
299,Jill Baroff,Blackbird,,MoMA,1,1,2,"2, graphite on cut-and-pasted 27ese paper on paper",50 x 72 cm,1997,0,1,0,0,0,0,0,5,2,2,2,0,3,1,0,0,5,5,"overlapping papers, arrows in different directions, marks, emptiness of center"
29,Tacita Dean,The Roaring Forties: Seven Boards in Seven Days,conceptual,Tate,9,1,2,"2, chalk on blackboard",14 boards each 244 x 244 cm,1997,0,1,0,0,0,0,0,2,0,4,4,0,1,4,0,0,5,3,"words, arrows, images, chalk texture, white on black, traces, erasure"
294,Matthew Ritchie ,Everyone Belongs to Everyone Else,,MoMA,9,1,2,"2, ink & graphite on mylar",56 x 165 cm,2001,0,0,0,0,0,0,1,4,2,4,2,3,1,4,0,5,5,5,"space between elements,floating space, almost a sense of a time sequence to convey uncertainty / change over time / use of top & bottom timeline, light value & color"
279,Beth Campbell,My Potential Future Based on Present Circumstances (12/14/02),conceptual,MoMA,1,1,2,"2, pencil on paper",127 x 97 cm,2002,1,0,0,0,0,0,0,4,0,2,0,0,0,3,0,0,5,0,"words leading to other words, small multiple branches, different routes, if I do this, then do I choose this or that, alternate choices, lays out lots of possibilities for taking different paths, light use of pencil"
276,Dan Miller,Untitled,,MoMA,1,1,2,"2, felt-tip pen on paper",56 x 76 cm,2006,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,"overlapping, thin lines, dense in some areas, looped, in layers, lines vary across the surface"
173,Do Ho Suh,Karma Juggler,,Lehmann Maupin Gallery also Tate,28,1,2,"2, thread embedded in cotton paper",230 x 322 x 8 cm,2015,0,0,0,0,0,0,1,3,2,0,4,0,2,4,0,0,5,0,"suggested movement through parallel curved lines w/ words, made by embedding thread in cotton paper; shape & fading out & use of materials"
404,Jitish Kallat,Wind Study,,artradarjournal.com,22,1,2,"2, burnt adhesive & graphite on 22n handmade paper",170 x 114 cm,2016,0,0,0,0,0,0,0,1,0,2,4,0,1,1,0,3,5,5,"burnt adhesive & graphite on handmade paper, texture & tones of burnt lines, space created by angle of those lines joined to points which almost form architecture w/in which parts of unknown layers burnt, burning is partly out of his control, "
162,Kurt Schwitters,Merzbau,dada,Tate,5,0,3,"3, mixed media",8 rooms,1933,0,1,0,0,0,1,0,4,0,0,0,0,3,4,0,0,0,5,"internal architecture w/ complex wall surfaces which create hard to read spaces & surfaces, multi-room 3, hard to know where the walls & ceiling are, disorientating"
73,Julio Le Parc,"Continual Mobile, Continual Light ",constructivism,Tate,10,0,3,"3, painted wood, aluminium & nylon thread - kinetic",158 x 160 x 51 cm,1963,0,0,1,0,0,1,0,4,1,1,1,0,4,0,1,0,5,5,"kinetic relief - mirror-plate squares hung on threads, mirrors / reflections, moved by air currents, shadows, едМЭМбmovementедМЭе», едМЭМбindeterminacyедМЭе», едМЭМбunpredictabilityедМЭе»"
98,Gustav Metzger,Liquid Crystal Environment ,,Tate,5,0,3,"projection, 5 control units, liquid crystals and slide, 35 mm, 5 projections","5 projections, dimensions variable, 22 min display",1965,0,0,1,0,0,1,0,3,2,4,3,3,0,3,0,0,0,5,"22 minutes duration, movement / sense of movement; scale: heat-sensitive liquid crystals bet glass slides, inserted into projectors, slides are rotated"
112,HМ©lio Oiticica,Grand Nucleus (Grande NМјcleo) ,Neo-Concrete Movement,Tate,13,0,3,"3, double-sided hanging painted wood panels, varying sizes",670 x 975 cm,1966,0,0,0,0,0,1,0,4,1,0,0,1,2,1,0,0,0,5,"suspended panels, seemingly floating, walk among them, sense of exploded space"
385,Allan Kaprow ,Fluids,,Hauser and Wirth,1,0,3,"3, blocks of ice","900 cm long, 300 cm wide and 240 cm high",1967,1,0,0,0,0,1,0,0,1,3,5,0,0,1,0,0,0,5,"melting material, erodes away, movement, ice blocks forming large enclosures melting so literally uncertain"
76,Liliane Lijn,Liquid Reflections 2nd Series,abstraction,lilianelijn.com (and Tate),1,0,3,"3, acrylic drum w/ water, turntable, projector lamp, acrylic balls",84 x 140 x 114 cm,1968,0,0,1,0,0,1,0,4,1,4,4,1,4,1,1,5,0,5,"kinetic, motion, light, layers, suspension, reflection"
166,Robert Smithson,Asphalt Rundown ,land art,wikiart.org also Tate,1,0,3,"3, asphalt, hillside",hill size,1969,1,0,1,0,0,1,0,4,3,0,3,0,1,0,0,0,0,5,"asphalt poured down hill, movement & gravity, action of materials asphalt pouring down hillside"
167,Robert Smithson,Partially Buried Woodshe,land art,wikiart.org also Tate,1,0,3,"3, earth, shed",shed building size,1970,1,0,0,0,0,1,0,4,4,0,4,0,0,1,0,0,0,5,"earth piled on top of shed engulfing it, action of materials - earth weight on building"
11,Larry Bell,Untitled ,postminimal,Tate,1,0,3,"3,6, coated glass",188 x 549 x 244 cm,1971,0,0,0,0,0,1,0,2,1,5,3,0,0,1,1,0,0,5,"coating on glass greater at base, fragility of material, reflective properties, change in value on glass makes surface change from presence to almost not there. Value change on the glass from bottom to top changes the surface of the glass and makes it seem to somewhat float. If the glass didn't have this change in value, there would be much less a sense of uncertainty"
297,Dorothea Rockburne ,2 Which Makes Itself: Neighbourhood,,MoMA,1,0,3,"3, 2 on wall, ransparentized paper, pencil, colored pencil, & felt-tip pen on wall",272 x 381 cm,1973,0,0,0,0,0,1,0,4,0,4,0,0,4,3,0,0,5,5," empty space, use of wall, lines trace movement of folded & flipped sheet of paper, aligning corners to registration marks, sheet scored, leaving a line, trace of where paper has been - set of options in creating piece: cld be this cld be that"
59,Rebecca Horn ,Concert for Anarchy,postmod,Tate,5,0,3,"3, piano, hydraulic rams & compressor",grand piano,1990,1,0,1,0,0,1,0,4,2,0,1,0,4,4,0,0,5,5,"movement: suspending heavy piano from ceiling, repeated sound cycle of lid opening & keys fanning out"
117,Cornelia Parker,Cold Dark Matter: An Exploded View ,conceptual,Tate,9,0,3,"3, wood, metal, plastic, ceramic, paper, textile & wire",400 x 500 x 500 cm,1991,1,0,0,0,0,1,0,4,0,2,0,0,2,4,0,0,5,5,"parts from blown up shed suspended and lit to create shadows, what occurred? what are the elements?"
122,Vong Phaophanit,Neon Rice Field,conceptual,Tate ,29,0,3,"3, rice & neon tubes",1500 x 500 cm,1993,0,1,0,0,0,1,0,4,0,4,3,0,0,2,0,0,5,5,"material is rice which creates a degree of uncertainty, with rice as neat undulating waves, neon tubes creating lines"
199,Rachel Whiteread,House,conceptual,Tate,9,0,3,"3, concrete",house size,1993,1,0,0,0,0,1,0,2,2,2,3,0,0,4,0,0,0,5,"public space, cast inside of house & removed the walls - strange effect, house you can't enter, inside walls shown on outside"
307,James Turrell ,Frontal Passage,,MoMA,1,0,3,"3, light",392 x 686 x 1036 cm,1994,0,0,0,0,0,1,0,1,0,5,5,0,0,1,0,0,0,5,"use of colored light, can't work out physical depth of space, can't see what is making the light, only the effect that it gives: light is given a physical presence"
263,Sarah Sze,Untitled,,Tanya Bonakdar Gallery and MoMA,1,0,3,"3, mixed media","room size, dimensions variable",1998,0,0,0,0,0,1,0,5,2,0,0,0,2,1,0,5,5,3,"objects on a ceiling, sense of suspension, how are objects staying on ceiling, objects small & carefully aligned to make patterns, pathways, architecture, describe parts of larger scenes; overall delicate, dispersed"
142,RosМўngela RennМ_,Experiencing Cinema,,Tate,13,0,3,"3, video, projection, color & smoke machine",Each DVD (x 4) 21 min,2005,1,0,1,0,0,1,0,2,0,4,4,0,0,3,0,0,0,5,"image ephemeral, projects image onto smoke so they appear & disappear"
168,Monika Sosnowska,"The Tired Room, Freud Museum, Vienna, 2",,Capitain Petzel Gallery also Tate,8,0,3,"3, mixed media",room 3,2005,1,0,0,0,0,1,0,2,0,0,0,0,4,4,0,0,0,5,"created room 3 w/ angular, slanted walls & surfaces, disorienting"
295,Erwin Wurm,House Attack,,Lehmann Maupin Gallery also MoMA,2,0,3,"3, mixed media",full-size model of one-family house,2006,1,0,0,0,0,1,0,5,2,0,0,0,4,3,0,0,0,5,"upside down house on top of museum, balance / out of balance, rather literal - will the house fall off - conveys uncertainty"
209,Ricci Albenda,Panoramic Portal to Another Dimension (Deanna),conceptual,Andrew Kreps Gallery,1,0,3,"3, MDF & acrylic paint",549 x 366 cm,2007,0,1,0,0,0,1,0,4,0,2,1,0,0,4,0,0,0,5,"volumetric walls, creating shadows, allusions to space through bulging white walls"
107,Mike Nelson,A Psychic Vacuum ,conceptual,"303 Gallery, also Tate",9,0,3,"3, sand","disused interior of the Essex Street Market, series of reconstructed rooms and passageways- this view is one large room 3",2007,1,0,0,0,0,1,0,4,4,0,4,0,0,2,0,0,0,5,"converted derelict market into maze of constructed rooms, passageways, filled main space w/ huge amount of sand so that it was part way up the columns, sloping upwards as if a hill. Uncertain as to what and why and how this had come about"
262,Gedi Sibony,If,,Greene Naftali Gallery and MoMA,1,0,3,"3, plastic & tape",292 x 196 cm,2008,0,0,0,0,0,1,0,4,0,2,3,0,0,1,0,0,3,5,"transparent plastic on wall, empty, translucent ground, tape lines, see straight through plastic to wall. Usually used to cover not as thing in itself and not as thing in itself flat & taped to a wall"
71,Yayoi Kusama,Infinity Mirrored Room-Gleaming Lights of the Soul    ,postmod,David Zwirner Gallery,27,0,3,"3, wood, metal, mirrors, acrylic panel, LED lighting, water",room size,2008,1,0,0,0,0,1,0,3,4,4,0,2,0,1,1,5,0,0,"different size dots, use of reflection, water, LED lighting, creates repetition, hard to comprehend space"
31,Leonardo Drew,Number 135,abstraction,Sikkema Jenkins,1,0,3,"3, wood and mixed media",457 x 1748 x 160 cm,2009,0,0,0,0,0,1,0,2,1,0,3,0,5,0,0,0,3,5,"scale: sheer size of work, & force of wood sticking out on top left, will it fall off, wall 3 seems to be part of a floor sited on wall, decay"
395,Fernanda Gomes ,Untitled,,Galerie Emmanuel HervМ©,13,0,3,"3, wood & 1",30 x 30 x 5 cm,2009,0,0,0,0,0,1,0,3,1,3,3,0,3,5,0,0,5,0,"reads as incomplete square, white on white wall, miminal work but materially basic & searching, textural, lines are basic wood not quite forming a right angle, what is this"
223,Ritesh Meshram,Untitled,,"Gallery Chemould Prescott Road, Mumbai",22,0,3,"3, string & nylon scrap",corner room 3,2010,0,0,0,0,0,1,0,4,0,0,1,0,0,4,0,0,0,5,"multiple hanging bags w/ some nylon scraps fallen out,, scattered on floor, balance & imbalance & spillage, messy, uncertain what's gone on"
254,Sam Lewitt,Fluid Employment,conceptual,Miguel Abreu and Whitney Biennial 2012 and MoMA,1,0,3,"3, ferromagnetic liquid poured bi-weekly over plastic sheets & magnetic elements, fans","each sheet 122 x 122 cm, 3 dimensions variable",2012,0,0,1,0,0,1,0,0,0,1,5,0,1,4,0,0,0,5,"fluid wobbling materials, moved by fan, floor 3 using ferromagnetic liquid & fans: like a series of tidepools w/ wobbling shapes"
268,Luther Price,Number 9,conceptual,Callicoon Arts also MoMA,1,0,3,"3, handmade slide, projected in pairs",2.5 x 4 cm slide size,2012,0,1,1,0,0,0,0,4,2,4,3,0,2,4,0,0,5,5,"handmade slide, scrapped and recolored with inks & pens, image one of 80 projected slides, displayed in brief pairs on 2 projectors"
208,Doug Wheeler,LC 71 NY DZ 13 DW,conceptual,David Zwirner Gallery,1,0,3,"3, reinforced fiberglass, flat white titanium dioxide latex, LED light, & DMX control",1958 x 2061 x 556 cm,2013,1,0,0,0,0,1,0,0,1,5,1,1,1,3,0,0,0,5,"lighting & shaped walls in minimal 3 to create spatial effects on the eye, looks misty white as far as you can see, can't tell distance ahead of you, focusing attention on the way light almost imperceptibly changes along the horizon as the earth turns, very hard to understand space"
44,Fernanda Gomes,Untitled ,postminimal,Tate,13,0,3,"3, wood, paint & lacquer",198 x 200 x 10 cm,2013,0,0,0,0,0,1,0,5,2,1,0,0,2,1,0,0,5,5,"blank wall space w/ select lines / shapes, different sizes, what is it? empty space activated inbetween lines. Exact placing of basic elements on the wall in relation to the wall, floor is vital for the sense of what this piece communicates "
103,FranМ¤ois Morellet,Pier and Ocean,minimalism,kamelmennour.com  (also Tate),4,0,3,"3, 38 blue argon neon tubes that turn on and off & wooden pier",Variable dimensions - length 150 cm each tube,2014,0,0,1,0,0,1,0,3,1,5,0,1,2,0,0,0,5,5,"lights, turn on and off, different angles, suspended in space and around room, use of specific blue color light - kinetic; if removed the light from this work and switched on the overhead lights, the mystery and strangeness of this work and the space would change"
393,Daniel Dezeuze,Le tableau serait-il un artefact parmi d‰ЫЄautres ?,supports/surfaces,Marseille-MМ©diterranМ©e School of Art and Design ,4,0,3,"3, mixed media","wall 3, along one wall",1970,0,1,0,0,0,1,0,2,1,0,1,0,4,3,0,3,5,3,"cleaning objects out of context, sticks w/ household objects, all with stick down & cleaning device up on wall, abject to some extent, are some made & some found? Several sticks are flimsy, bend, leant vertically against the wall, probably from gathering devices series"
25,Luis Camnitzer,Leftovers,conceptual,Tate,5,1,3,"3, cardboard boxes, gauze, polyvinyl acetate",203 x 323 x 20 cm,1970,0,0,0,0,0,1,0,4,1,0,4,4,0,4,0,0,0,5,"uncertainty in terms of content, word 'leftovers' - what do these numbered boxes contain, what are the red stains"
218,Jitish Kallat,Found Burnt Text,,"Gallery Chemould Prescott Road, Mumbai",22,1,3,"3, burnt adhesive",wall size,2012,1,0,0,0,0,1,0,3,0,2,4,0,2,2,0,3,5,5,"burnt text, abstracts them, soot marks go upwards, see detail: http://gallerychemould.com/artists/jitish-kallat-homepage-chemould-prescott-road-art-mumbai-gallery-contemporary/artist_work/vbm-vcmn/"
83,Man Ray,not titled Rayograph,surrealism,Met show,1,0,4,"photo, gelatin silver 5 on paper",24 x 18 cm,1922,0,1,0,0,0,0,0,3,0,5,0,0,1,3,0,0,5,5,"rayograph, eerie light, placed objects, hard to tell exactly what they are"
362,BrassaМш (Gyula HalМБsz),Buttress of the Elevated,,MoMA,4,0,4,"photo, gelatin silver 5",38 x 49 cm,1935,1,0,0,0,0,0,0,1,0,5,1,0,0,2,0,0,0,5,"cast shadow, space and darkness, strong value contrasts, hard to tell what is in the shadow, shadow reads almost figuratively, sharp perspective, somewhat sinister "
12,Hans Bellmer,The Doll ,surrealism,Tate,5,0,4,"photo, gelatin silver 5 on paper",24 x 24 cm,1936,1,0,0,0,0,0,1,3,0,3,1,0,4,4,0,0,0,0,"viewpoint looking up at doll w/ no arms, legs on pole, disturbing, viewer is uncertain what it represents/ is about"
69,GyМ¦rgy Kepes,Leaf and Prism ,,Tate,21,0,4,"photo, gelatin silver 5 on paper",35 x 28 cm,1938,1,0,0,0,0,0,1,3,0,5,2,0,0,1,1,0,3,5,"shadow on parts of a whole leaf shape, hard to understand, if the light falling on the leaf shape was changed to be a consistent one-value, the reading of space and the subsequent uncertainty of what this is, how it was done and most importantly, what the space is, would change."
384,Raoul Ubac ,BrМИlage,surrealism,Pompidou,12,0,4,"photo, gelatin silver 5",24 x 18 cm,1939,0,0,0,0,0,0,0,1,0,3,3,0,0,4,0,0,0,5,"process still, very deep rich blacks, very hard to tell what this is or how it's been made, shapes merge / blur into each other, is this a closeup? changed form by submitting photographic emulsion of the negative to heat of a hot plate, images literally liquified - burning process to randomly transform & alter the image "
188,Luigi Veronesi,Photo n.152,,Tate,6,0,4,"photo, photograph, gelatin silver 5 on paper",32 x 30 mm,1940,0,0,0,0,0,0,1,1,0,5,0,0,1,2,0,5,5,3,"multiple points & line, slow shot to give blurring & suggest movement, space, semi-transparency, experimental, also filmaker; suggestive of movement, semi-transparent, what is the object"
325,Harry Callahan,Detroit,,MoMA,1,0,4,"photo, gelatin silver 5",8 x 11 cm,1943,1,0,0,0,0,0,1,3,0,4,2,0,0,2,0,0,3,5,"repetition, overlaying & semi-transparent, multiple techniques (transparency, repeating, overlaying images) which creates some uncertainty"
359,Philippe Halsman,Dali Atomicus,,MoMA,1,0,4,"photo, gelatin silver 5",26 x 33 cm,1948,1,0,0,0,0,0,0,5,0,0,1,0,0,1,0,3,3,5,"staged photo, movement, combination of elements, shadow, depicting movement in space, objects in mid-air, arc of water, droplets off cats in mid-air, theatrical, surrealist"
42,Gaspar Gasparian ,Mediunic,modernism,Tate,13,0,4,"photo, gelatin silver 5 on paper",40 x 29 cm,1952,1,0,0,0,0,0,0,5,0,2,0,0,0,2,0,0,3,5,"fragmented, split object, reconfigured, unconventional darkroom techniques, where is the object? behind glass?"
350,Francis Thompson,Concave Orange with Hole on Plate,,MoMA,1,0,4,"photo, chromogenic color 5",23 x 33 cm,1959,1,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,5,"distortion, can't fully recognize objects"
53,Nigel Henderson,Untitled No. 8 (Shattered Glass),collage,Tate,9,0,4,"photo, collage, gelatin silver 5 & ink on paper",121 x 121 cm,1959,0,1,0,0,0,0,0,1,1,3,4,0,4,2,0,0,5,3,"collage of multiple images of shattered glass, different orientations & sizes, hard to tell scale, collage useful tool for ambiguity"
85,Yves Klein,Leap into the Void ,conceptual,Tate Liverpool,4,0,4,"photo, gelatin silver 5 on paper",26 x 20 cm,1960,1,0,0,0,0,0,0,5,0,0,0,0,2,2,0,0,0,5,"photomontage of performance, is this real?"
301,Stan Brakhage,23rd Psalm Branch (Part 1 & 2),,MoMA,1,0,4,"photo, film still, 16mm film (color, silent)",64 min film,1966,0,1,1,0,0,0,1,0,3,4,4,4,0,4,0,5,0,5,"intense pools of color, different values, is this an image of blood? it is from a two-part film 'study of war' streaming harrowing newsreel WWII images rapidly interspersed w/ closeup textural colors, values"
91,Gordon Matta-Clark,Bronx Floors: Threshole ,minimalism,Tate,1,0,4,"photo, 2 photos",2 photos (rhs) each 36 x 51 cm,1972,1,0,0,0,0,0,1,4,0,1,0,0,4,0,0,0,0,5,"strange viewpoints thro buildings w/ cut out shapes give partial views, collage of photos, combination of spaces "
139,Charles Ray,Plank Piece I-II ,,Tate,1,0,4,"photo, 2 photographs, black & white, on paper on board",Each (x 2) 109 x 56 x 5 cm,1973,1,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,3,5,"performer pinned by plank, suspended on wall, balancing"
306,Ant Farm,Cadillac Ranch Show,,MoMA,1,0,4,"photo, still from video (color, sound)",16:40 min video,1974,1,0,1,0,0,0,1,4,1,0,0,0,5,4,0,0,0,5,"repetition & placing of utilitarian objects in way they can't be used, series of 10 different model Cadillacs (each features one step in evolution of the tail fin 1949-1963) half buried in ground. Consumerism, absurdity, why, how"
52,Tim Head,Ambidextrous ,conceptual,Tate,9,0,4,"photo, color on paper",24 x 24 cm,1974,1,0,0,0,0,0,1,4,2,0,0,0,4,2,1,0,0,5,"playing w/ ambiguity & uncertainty of what something is, mirror-image illusion: mirror held by a right hand reflects an identical mirror held by a left hand"
203,4sca Woodman,"Untitled, Providence, Rhode Island",,Victoria Miro Gallery also Tate,1,0,4,"photo, photograph, gelatin silver 5 on paper",20 x 25 cm,1976,1,0,0,0,0,0,0,4,0,4,2,0,0,4,0,0,0,5,"trace of figure against part of actual figure, empty space, mysterious, what is suggested, slightly magical"
84,Mike Mandel & Larry Sultan, [no title] ,conceptual,Tate,1,0,4,"photo, gelatin silver 5 on paper",19 x 24 cm,1977,1,0,0,0,0,0,1,4,2,2,2,0,0,4,0,0,0,5,"image is hard to understand, strange, ambiguous"
68,Barbara Kasten,Untitled 13,conceptual,Tate,1,0,4,"photo, gelatin silver 5 on paper",41 x 51 cm,1979,0,1,0,0,0,0,1,2,1,1,0,0,4,0,1,0,5,3,"objects & 5s layered, partial photogram, uses relative sizes, light box outline & darker outlines, semi-translucent, multiple orientations "
164,Cindy Sherman,Untitled Film Still #48,conceptual,Tate,1,0,4,"photo, photograph, gelatin silver 5 on paper",71 x 96 cm,1979,1,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,5,"figure on empty road w/ suitcase, b & w, space & emptiness, photographs fictitious characters in scenarios - here resembling moments in a film, solitary"
287,Roman Signer ,Box,,MoMA,26,0,4,"photo, still of super 8mm film transferred to video (color, silent)",2 min video,1982,1,0,1,0,0,0,0,5,0,0,0,0,3,3,0,0,5,5,"filmed performances w/ homemade erratic objects, often falling over, uncertain as to outcome, experiments - uncertainty less the still photo here as much as the whole of the video - in this enclosed box going over edge of waterfall & his whole project (which includes homemade rockets, catapults, staged explosion events - transformation of materials thro' time, humor)"
14,Jyoti Bhatt,Baroda ,modernism,Tate,22,0,4,"photo, gelatin silver 5 on paper",24 x 61 cm,1983,1,0,0,0,0,0,0,4,0,4,0,0,1,2,0,0,0,5,"2 images, angled light, strong contrast making it hard to read, quality of tones, repetition & difference"
328,Joseph Beuys,I Like 1 and 1 Likes Me,,Tate also MoMA,5,0,4,"photo, still image of 3 day performance",3 days,1984,1,0,1,0,0,1,0,4,0,0,0,0,0,3,0,0,0,5,"threat of combination of coyote & human, 3 days performance in room w/ coyote"
193,Boyd Webb,First Principles,conceptual,Tate,32,0,4,"photo, photograph, color, Cibachrome 5, on paper mounted onto board",149 x 121 cm,1984,0,1,0,0,0,0,1,2,4,0,1,0,2,4,0,3,3,5,"collage of objects of different sizes, displacementедМЭе» & a lack of context, hard to tell what this is"
126,Steven Pippin,Bath Tub Converted into a Pin-Hole Camera ,,Tate,9,0,4,"photo, 21 photographs, black & white, on paper on board",65 x 116 cm,1984,1,0,0,0,0,0,1,2,1,2,0,0,4,4,0,0,5,5,"multiple sheets of light sensitive paper, made w/ bathtub converted to pinhole camera, exploring optics, inventions making cameras, magic of machines, resulting image is hard to comprehend where things are in space"
403,Peter Fischli David Weiss ,ZEIT DIE ZUR VERFМПGUNG STEHT,,Sprueth Magers,1,0,4,"photo, color photograph",40 x 30 cm,1986,1,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,3,5,"balance, collage of objects, precarious, sense that plastic bottle will scrunch up, tape will roll down"
326,Georg Herold ,Earthquake Piece,,MoMA,5,0,4,"photo, photolithograph",48 x 70 cm,1989,1,0,0,0,0,0,0,2,1,1,0,0,0,4,0,0,0,5,"repetition of partial images of forehead frown lines in grid format, different shapes, selection of foreheads only, interesting cut-off images in repeated format, not quite uncertain but interesting idea for uncertainty"
319,Philip-Lorca diCorcia,"William Charles Everlove; 26 years old; Stockholm, Sweden via Arizona; $40",,MoMA,1,0,4,"photo, chromogenic color 5",60 x 89 cm,1992,1,0,0,0,0,0,0,4,0,2,0,2,0,4,1,0,0,5,"theatrically constructed photos, storytelling, unstable meaning, hard to tell if person is inside or out (reflection), call into question normal relationship of appearance to truth in 4"
281,Tom Friedman,Untitled,conceptual,Luhring Augustine also  MoMA,1,0,4,photo,89 x 64 cm,1993,1,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,"upside down, but feels like the figure will fall, power of orientation"
189,Jeff Wall,A Sudden Gust of Wind (after Hokusai) ,conceptual,Tate,3,0,4,"photo, transparency on lightbox",250 x 397 x 34 cm,1993,1,0,0,0,0,0,1,5,2,0,0,0,1,2,0,3,3,5,"blown paper indicates wind, moving figures & paper, magic of paper blowing, depth of landscape, what's going on, effect of wind - staged, transparency on lightbox"
9,Uta Barth,Field #20,conceptual,Tate,5,0,4,"photo, digital 5 w/ acrylic on canvas",346 x 416 cm,1997,1,0,0,0,0,0,1,1,0,1,5,0,0,1,0,0,0,5,"v pixelated, very, very large photo; texture:pixelation. Uncertainty in the lack of clarity of the image, the photo is huge and the out of focus pixellation is dominant. The street lamps are eaten into because of the pixellation, overall it has a fairly consistent value (not starkly b & w), value & pixellation changes the sense of space. If this was a crisp, focused photo, it would feel very different"
54,Anthony Hernandez,Rome #17,representation,Tate,1,0,4,photo on paper,100 x 99 cm,1999,1,0,0,0,0,0,1,2,4,0,1,0,4,3,0,0,5,5,"what is it? view up an elevator shaft in an unfinished building, repetition"
16,Rut Blees Luxemburg,Viewing the Open,conceptual,Tate,5,0,4,"photo, paper mounted onto aluminium",150 x 242 cm,1999,1,0,0,0,0,0,1,2,1,4,2,4,0,1,0,0,0,5,"depiction of empty space at night w/ eerie, odd light & color"
26,James Casebere,Blue Hallway ,conceptual,Tate,1,0,4,photo,243 x 196 cm,2000,1,0,0,0,0,0,1,4,0,4,0,0,0,4,1,0,0,5,"Photo is of a table-top model of a flooded room - uncertainty about what it is. Reflected lines in 'water', emptiness. "
15,Richard Billingham,Arrow ,representation,Tate,9,0,4,"photo, chromogenic 5 on paper",51 x 76 cm,2000,1,0,0,0,0,0,1,3,1,2,5,1,1,0,0,0,0,5,"slightly pixelated, partially out of focus floor creates strange space, takes away the certainty of the ground"
291,Bruce Connor,Bombhead,,MoMA,1,0,4,"photo, digital 5 with acrylic paint additions",81 x 64 cm,2002,1,0,0,0,0,0,1,5,0,1,3,0,0,4,0,0,0,5,"collage, different elements together, combination of bomb cloud erupting out of neck w/ torso, unexpected"
280,Diller + Scofidio,"Blur Building, Yverdon-les-Bains, 26",conceptual,MoMA,1,0,4,"photo, still of video of 3",photo of structure 300 feet wide by 200 feet deep by 75 feet high,2003,1,0,0,0,0,1,0,4,1,3,4,0,0,1,0,0,0,5,"large floating shape of mist above water, architecture so not completely w/in the remit here but interesting piece w/ floating mist as a b'ding, can't see when inside the building, architecture of atmosphere"
275,Uta Barth,Sundial (2007.14),conceptual,MoMA,5,0,4,"photo, chromogenic color 5s",76 x 95 cm,2007,0,1,0,0,0,0,0,4,0,3,2,1,1,4,0,0,0,5,"4 panels, horizontal, close-ups & longer shots, close colors, tracing horizon line?, image placement & emptiness, what is it"
397,Amir Mousavi,,,Aaran Gallery also LACMA,23,0,4,"photo,",,2009,1,0,0,0,0,0,0,4,0,0,3,1,0,2,0,0,3,5,"combining photo & 1, blurred cars, sharp image of tree branch, strange shapes above branches, juxtapositions: paint on photo 5ed on canvas, real/ unreal"
274,Mariah Robertson,Unique color 5 on metallic paper,conceptual,Van Doren Waxter also MoMA,1,0,4,"photo, color 5 on metallic paper",130 x 79 cm,2010,0,1,0,0,0,0,1,4,0,4,3,0,2,4,0,0,5,5,"2 parts, 1 b&w, 1 color bleeding colors into each other, manipulation of light, hard to tell what this is & use of 2 different images in relation to each other"
269,Lieko Shiga,Raisen Kaigan 36,,MoMA,27,0,4,"photo, chromogenic color 5",91 МОМФ 60 cm,2010,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,"darkness semi-obscuring parts especially head, shadows, evokes the surreality of dreams"
